yearOfRegistration,Datasource,gender,ageBroad,majorityStatus,citizenship
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SL
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2008,Case Management,Male,9--17,Minor,SN
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,0--8,Minor,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,MD
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,18--20,Adult,UA
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,MD
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,21--23,Adult,UA
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,MD
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,24--26,Adult,UA
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,MD
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,27--29,Adult,UA
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,MD
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,30--38,Adult,UA
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,39--47,Adult,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Female,9--17,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,0--8,Minor,MD
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,30--38,Adult,UA
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2009,Case Management,Male,9--17,Minor,MD
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
2010,Case Management,Female,0--8,Minor,KH
